date,property_name,market,year,month,day_of_week,total_rooms,rooms_sold,rooms_available,occupancy,adr,revpar,compset_occupancy,compset_adr,compset_revpar,market_occupancy,market_adr,market_revpar,mpi,ari,rgi,seg_transient_pct,seg_group_pct,seg_contract_pct,adr_transient,adr_group,adr_contract,revenue_transient,revenue_group,revenue_contract,total_revenue,quarter
2025-01-18,Property_JAK_001,Jakarta,2025,1,Saturday,280,125,280,44.8,1962000,879000,48.5,2066923,1002000,42.9,1768715,759000,92.3,94.9,87.7,20.0,54.2,25.8,2407000,1884000,1779000,49070800,132803700,63375500,245250000,1
2025-01-19,Property_JAK_001,Jakarta,2025,1,Sunday,280,108,280,38.6,2042000,789000,40.8,2277064,929000,35.8,1798427,644000,94.7,89.7,84.9,19.4,45.0,35.6,2524000,1975000,1865000,42849200,99136600,78550200,220536000,1
2025-01-20,Property_JAK_001,Jakarta,2025,1,Monday,280,177,280,63.3,3196000,2023000,67.3,3588549,2416000,60.7,2930522,1779000,94.0,89.1,83.7,30.7,43.3,26.0,3814000,2985000,2819000,173669400,244963200,147059500,565692000,1
2025-01-21,Property_JAK_001,Jakarta,2025,1,Tuesday,280,176,280,62.8,3311000,2081000,66.9,3648645,2442000,65.3,3133013,2047000,93.9,90.7,85.2,35.9,51.6,12.6,3872000,3030000,2862000,209160300,300427600,73148100,582736000,1
2025-01-22,Property_JAK_001,Jakarta,2025,1,Wednesday,280,185,280,66.0,2820000,1863000,67.4,3024130,2039000,57.8,2647298,1529000,98.0,93.2,91.4,23.4,50.9,25.7,3430000,2684000,2535000,122136200,265715500,133848300,521700000,1
2025-01-23,Property_JAK_001,Jakarta,2025,1,Thursday,280,142,280,50.7,2844000,1441000,54.6,2955344,1613000,49.3,2846460,1403000,92.8,96.2,89.3,27.5,42.9,29.6,3428000,2683000,2534000,111108700,173145800,119593500,403848000,1
2025-01-24,Property_JAK_001,Jakarta,2025,1,Friday,280,168,280,60.1,2425000,1458000,63.9,2612954,1669000,56.5,2513860,1421000,94.1,92.8,87.4,29.8,59.7,10.5,2877000,2252000,2126000,121284700,243412700,42702600,407400000,1
2025-01-25,Property_JAK_001,Jakarta,2025,1,Saturday,280,133,280,47.3,1988000,941000,49.8,2217876,1105000,45.2,2057607,929000,95.0,89.6,85.2,18.3,43.1,38.6,2468000,1932000,1824000,48319600,113988800,102095600,264404000,1
2025-01-26,Property_JAK_001,Jakarta,2025,1,Sunday,280,158,280,56.6,2170000,1227000,60.0,2412331,1448000,52.3,2342294,1226000,94.3,90.0,84.7,25.4,58.2,16.4,2612000,2044000,1931000,86992300,199561900,56305800,342860000,1
2025-01-27,Property_JAK_001,Jakarta,2025,1,Monday,280,166,280,59.4,3216000,1910000,64.0,3457455,2213000,57.2,2844784,1627000,92.8,93.0,86.3,25.9,47.8,26.3,3887000,3042000,2873000,138270600,255271400,140314000,533856000,1
2025-01-28,Property_JAK_001,Jakarta,2025,1,Tuesday,280,202,280,72.1,3051000,2200000,74.6,3243631,2420000,63.9,3132867,2003000,96.7,94.1,90.9,25.9,53.6,20.5,3676000,2877000,2717000,159775400,330473800,126052800,616302000,1
2025-01-29,Property_JAK_001,Jakarta,2025,1,Wednesday,280,187,280,66.8,3057000,2042000,70.7,3301587,2333000,62.0,2698138,1672000,94.5,92.6,87.5,32.7,52.6,14.7,3607000,2823000,2666000,187179400,300473900,84005700,571659000,1
2025-01-30,Property_JAK_001,Jakarta,2025,1,Thursday,280,172,280,61.5,2846000,1751000,65.0,3027757,1969000,58.0,2837211,1646000,94.6,94.0,88.9,26.3,49.7,24.0,3431000,2685000,2536000,128845800,243176500,117489700,489512000,1
2025-01-31,Property_JAK_001,Jakarta,2025,1,Friday,280,141,280,50.3,2309000,1161000,52.7,2532784,1335000,45.0,2257038,1016000,95.4,91.2,87.0,19.3,50.7,30.0,2845000,2227000,2103000,62780500,165062800,97725700,325569000,1
2025-02-01,Property_JAK_001,Jakarta,2025,2,Saturday,280,150,280,53.6,1976000,1059000,57.4,2110758,1211000,52.6,1771952,932000,93.4,93.6,87.4,20.5,58.5,21.0,2415000,1890000,1785000,60830800,173402400,62166800,296400000,1
2025-02-02,Property_JAK_001,Jakarta,2025,2,Sunday,280,123,280,43.8,2135000,936000,47.2,2273541,1073000,42.2,2012867,849000,92.9,93.9,87.2,27.4,43.0,29.6,2574000,2015000,1903000,71961500,112962400,77681100,262605000,1
2025-02-03,Property_JAK_001,Jakarta,2025,2,Monday,280,174,280,62.0,3235000,2006000,67.6,3450635,2334000,61.2,3347917,2049000,91.7,93.8,85.9,24.4,51.2,24.4,3921000,3068000,2898000,137500700,288098600,137290600,562890000,1
2025-02-04,Property_JAK_001,Jakarta,2025,2,Tuesday,280,189,280,67.3,3106000,2091000,73.9,3388783,2504000,61.1,2803606,1714000,91.1,91.7,83.5,20.9,38.4,40.7,3832000,2999000,2833000,122803000,225183700,239047400,587034000,1
2025-02-05,Property_JAK_001,Jakarta,2025,2,Wednesday,280,177,280,63.1,3207000,2022000,66.2,3491211,2312000,59.2,3188291,1888000,95.2,91.9,87.5,30.4,45.4,24.1,3826000,2994000,2828000,172843400,257881400,136914200,567639000,1
2025-02-06,Property_JAK_001,Jakarta,2025,2,Thursday,280,168,280,60.2,2918000,1755000,62.0,3203170,1986000,61.1,2672345,1633000,97.0,91.1,88.4,28.0,48.2,23.8,3502000,2741000,2589000,137035900,236479600,116708600,490224000,1
2025-02-07,Property_JAK_001,Jakarta,2025,2,Friday,280,153,280,54.5,2480000,1351000,57.6,2634899,1517000,51.4,2186786,1124000,94.6,94.1,89.1,21.1,43.0,35.8,3051000,2388000,2255000,80194100,163288900,135957000,379440000,1
2025-02-08,Property_JAK_001,Jakarta,2025,2,Saturday,280,100,280,35.6,1965000,700000,38.9,2105786,819000,35.1,1871269,657000,91.6,93.3,85.5,25.7,57.0,17.3,2365000,1851000,1748000,50534200,111950400,34015500,196500000,1
2025-02-09,Property_JAK_001,Jakarta,2025,2,Sunday,280,113,280,40.5,2201000,891000,42.6,2311897,984000,38.6,2083982,804000,95.0,95.2,90.5,24.2,53.5,22.3,2667000,2087000,1971000,60164200,133079600,55469100,248713000,1
2025-02-10,Property_JAK_001,Jakarta,2025,2,Monday,280,207,280,73.8,3278000,2419000,79.6,3542982,2821000,64.3,3466963,2228000,92.7,92.5,85.7,24.2,40.3,35.5,3999000,3129000,2956000,164309100,273581000,240655900,678546000,1
2025-02-11,Property_JAK_001,Jakarta,2025,2,Tuesday,280,190,280,67.9,3318000,2253000,72.0,3743889,2694000,66.8,3006708,2008000,94.4,88.6,83.6,24.7,44.0,31.3,4033000,3156000,2981000,155679100,277445300,197295500,630420000,1
2025-02-12,Property_JAK_001,Jakarta,2025,2,Wednesday,280,138,280,49.3,3039000,1497000,50.8,3269062,1661000,45.7,2863004,1309000,97.0,93.0,90.1,21.6,57.7,20.7,3702000,2898000,2737000,90716700,241816900,86848400,419382000,1
2025-02-13,Property_JAK_001,Jakarta,2025,2,Thursday,280,200,280,71.3,3049000,2174000,73.9,3468126,2564000,65.9,2946734,1941000,96.5,87.9,84.8,22.2,41.2,36.5,3740000,2927000,2765000,135611600,251376900,222811500,609800000,1
2025-02-14,Property_JAK_001,Jakarta,2025,2,Friday,280,156,280,55.8,2487000,1387000,58.6,2613494,1531000,50.4,2183414,1101000,95.2,95.2,90.6,24.7,44.7,30.6,3022000,2365000,2234000,95765600,173508900,118697500,387972000,1
2025-02-15,Property_JAK_001,Jakarta,2025,2,Saturday,280,114,280,40.6,2122000,861000,44.0,2310925,1016000,38.0,2236574,850000,92.3,91.8,84.7,25.1,40.4,34.5,2581000,2020000,1908000,60624800,97795400,83487800,241908000,1
2025-02-16,Property_JAK_001,Jakarta,2025,2,Sunday,280,106,280,37.7,2236000,844000,40.6,2394868,973000,35.9,2105912,757000,92.9,93.4,86.7,27.6,47.4,25.0,2688000,2104000,1987000,65425400,112292400,59298300,237016000,1
2025-02-17,Property_JAK_001,Jakarta,2025,2,Monday,280,181,280,64.7,3268000,2115000,67.8,3567269,2418000,58.9,3196176,1882000,95.5,91.6,87.5,24.1,30.1,45.8,4010000,3138000,2964000,142434200,178028700,271045200,591508000,1
2025-02-18,Property_JAK_001,Jakarta,2025,2,Tuesday,280,203,280,72.5,3284000,2380000,76.0,3628602,2756000,69.7,3258105,2271000,95.4,90.5,86.4,23.9,42.5,33.6,4005000,3134000,2960000,159445700,283234200,223972100,666652000,1
2025-02-19,Property_JAK_001,Jakarta,2025,2,Wednesday,280,168,280,60.0,2971000,1782000,66.7,3265295,2179000,55.5,2524563,1400000,89.9,91.0,81.8,16.5,58.1,25.4,3679000,2879000,2719000,82499500,289758000,126870500,499128000,1
2025-02-20,Property_JAK_001,Jakarta,2025,2,Thursday,280,154,280,54.8,2944000,1614000,59.7,3277252,1955000,51.2,2871620,1470000,91.9,89.8,82.6,31.9,39.2,28.8,3507000,2744000,2592000,144848300,177897100,130630600,453376000,1
2025-02-21,Property_JAK_001,Jakarta,2025,2,Friday,280,143,280,51.2,2537000,1300000,55.3,2802926,1550000,47.4,2529620,1199000,92.6,90.5,83.9,22.0,51.1,26.9,3098000,2425000,2290000,79807000,185448700,97535300,362791000,1
2025-02-22,Property_JAK_001,Jakarta,2025,2,Saturday,280,112,280,39.9,2041000,814000,43.0,2213452,952000,35.6,1965150,699000,92.7,92.2,85.5,24.5,41.3,34.1,2486000,1945000,1837000,56096800,94510600,77984500,228592000,1
2025-02-23,Property_JAK_001,Jakarta,2025,2,Sunday,280,139,280,49.5,2268000,1122000,51.9,2430197,1260000,44.5,2256525,1003000,95.4,93.3,89.0,25.6,51.5,22.9,2738000,2143000,2024000,80601400,162312900,72337800,315252000,1
2025-02-24,Property_JAK_001,Jakarta,2025,2,Monday,280,181,280,64.6,3433000,2218000,69.1,3786897,2619000,57.7,3412183,1968000,93.4,90.7,84.7,32.2,47.5,20.3,4068000,3183000,3007000,200356100,295023800,125993000,621373000,1
2025-02-25,Property_JAK_001,Jakarta,2025,2,Tuesday,280,179,280,64.1,3101000,1987000,67.7,3246035,2196000,62.7,3151807,1976000,94.7,95.5,90.5,20.4,40.9,38.7,3828000,2996000,2829000,112982500,227181800,214914600,555079000,1
2025-02-26,Property_JAK_001,Jakarta,2025,2,Wednesday,280,165,280,58.8,3067000,1803000,62.2,3345677,2082000,54.8,3130200,1716000,94.5,91.7,86.6,15.3,57.8,26.9,3815000,2985000,2820000,77240600,292639800,136174600,506055000,1
2025-02-27,Property_JAK_001,Jakarta,2025,2,Thursday,280,183,280,65.3,2938000,1920000,72.3,3155798,2282000,63.9,2804895,1793000,90.4,93.1,84.1,18.8,54.9,26.3,3618000,2832000,2674000,101090000,294971600,141592300,537654000,1
2025-02-28,Property_JAK_001,Jakarta,2025,2,Friday,280,137,280,48.9,2635000,1289000,51.4,2760474,1418000,45.0,2611157,1174000,95.2,95.5,90.9,31.2,49.9,18.9,3129000,2449000,2312000,112511400,180275400,68208100,360995000,1
2025-03-01,Property_JAK_001,Jakarta,2025,3,Saturday,280,145,280,51.8,2169000,1124000,54.5,2345432,1277000,48.5,2091360,1014000,95.1,92.5,88.0,32.0,50.9,17.2,2568000,2009000,1898000,100516400,160048600,53940000,314505000,1
2025-03-02,Property_JAK_001,Jakarta,2025,3,Sunday,280,138,280,49.1,2387000,1173000,51.2,2593690,1328000,45.9,2271817,1043000,96.0,92.0,88.3,28.5,46.4,25.1,2864000,2241000,2117000,93731000,152981200,82693800,329406000,1
2025-03-03,Property_JAK_001,Jakarta,2025,3,Monday,280,193,280,68.9,3610000,2487000,71.4,3856818,2755000,72.4,3278242,2374000,96.5,93.6,90.3,25.2,50.6,24.2,4367000,3417000,3228000,175288900,352582900,168858200,696730000,1
2025-03-04,Property_JAK_001,Jakarta,2025,3,Tuesday,280,170,280,60.7,3387000,2055000,66.9,3534849,2365000,52.2,2997633,1565000,90.7,95.8,86.9,18.2,55.9,25.9,4176000,3269000,3087000,104973600,321727300,149089100,575790000,1
2025-03-05,Property_JAK_001,Jakarta,2025,3,Wednesday,280,183,280,65.3,3449000,2251000,71.0,3944346,2800000,60.7,2914151,1769000,91.9,87.4,80.4,29.5,59.0,11.5,4097000,3207000,3028000,186142500,372377300,72647200,631167000,1
2025-03-06,Property_JAK_001,Jakarta,2025,3,Thursday,280,177,280,63.3,3095000,1959000,68.5,3491880,2393000,59.1,3141190,1856000,92.4,88.6,81.9,20.9,46.6,32.5,3802000,2976000,2810000,114469300,255202700,178143000,547815000,1
2025-03-07,Property_JAK_001,Jakarta,2025,3,Friday,280,166,280,59.4,2707000,1609000,65.5,2833816,1855000,54.7,2581595,1411000,90.8,95.5,86.7,26.8,50.5,22.7,3257000,2549000,2408000,120376500,226999900,101985600,449362000,1
2025-03-08,Property_JAK_001,Jakarta,2025,3,Saturday,280,126,280,45.1,2142000,966000,48.6,2383293,1157000,38.9,2055912,800000,92.9,89.9,83.5,27.2,60.1,12.7,2562000,2005000,1894000,73403200,162323000,34165800,269892000,1
2025-03-09,Property_JAK_001,Jakarta,2025,3,Sunday,280,123,280,43.9,2359000,1036000,46.7,2480328,1158000,42.8,2095522,898000,94.1,95.1,89.5,17.0,44.7,38.3,2937000,2299000,2171000,49469700,129650200,111037000,290157000,1
2025-03-10,Property_JAK_001,Jakarta,2025,3,Monday,280,194,280,69.2,3534000,2447000,74.1,3993805,2960000,64.8,3446789,2235000,93.4,88.5,82.7,26.7,43.5,29.9,4270000,3342000,3156000,182715200,298151400,204729400,685596000,1
2025-03-11,Property_JAK_001,Jakarta,2025,3,Tuesday,280,205,280,73.3,3443000,2522000,75.0,3787107,2841000,69.9,3188188,2230000,97.7,90.9,88.8,22.8,51.5,25.7,4194000,3282000,3100000,161005700,363183600,181625700,705815000,1
2025-03-12,Property_JAK_001,Jakarta,2025,3,Wednesday,280,197,280,70.3,3248000,2283000,72.9,3460242,2523000,69.7,3140436,2190000,96.4,93.9,90.5,18.6,61.8,19.6,3987000,3121000,2947000,118872900,395476000,125507100,639856000,1
2025-03-13,Property_JAK_001,Jakarta,2025,3,Thursday,280,169,280,60.5,3279000,1985000,65.8,3528213,2321000,55.4,2718597,1505000,92.0,92.9,85.5,22.2,54.1,23.7,3996000,3127000,2954000,123282300,299671100,131197600,554151000,1
2025-03-14,Property_JAK_001,Jakarta,2025,3,Friday,280,156,280,55.6,2582000,1435000,57.4,2792601,1604000,53.4,2546864,1359000,96.8,92.5,89.5,17.6,39.3,43.1,3218000,2519000,2379000,70859600,158233800,173698700,402792000,1
2025-03-15,Property_JAK_001,Jakarta,2025,3,Saturday,280,107,280,38.3,2201000,843000,41.2,2339793,964000,34.8,2062197,718000,93.0,94.1,87.4,15.5,49.0,35.5,2749000,2151000,2032000,36507500,115336900,83662600,235507000,1
2025-03-16,Property_JAK_001,Jakarta,2025,3,Sunday,280,132,280,47.1,2355000,1109000,48.9,2523208,1233000,41.4,2142544,888000,96.3,93.3,89.9,13.7,52.7,33.6,2951000,2310000,2181000,42699800,163785100,104375000,310860000,1
2025-03-17,Property_JAK_001,Jakarta,2025,3,Monday,280,189,280,67.6,3437000,2322000,71.1,3615435,2571000,63.1,3402475,2146000,95.0,95.1,90.3,19.1,58.0,22.9,4222000,3304000,3120000,124007900,376554700,149030400,649593000,1
2025-03-18,Property_JAK_001,Jakarta,2025,3,Tuesday,280,187,280,66.8,3371000,2252000,71.5,3607296,2580000,62.9,3183118,2002000,93.4,93.4,87.3,19.0,56.5,24.6,4145000,3244000,3064000,119527100,355992200,154857700,630377000,1
2025-03-19,Property_JAK_001,Jakarta,2025,3,Wednesday,280,164,280,58.7,3351000,1966000,63.4,3561058,2258000,54.6,3266340,1783000,92.5,94.1,87.1,25.6,31.0,43.4,4089000,3200000,3022000,140945800,170112500,238505700,549564000,1
2025-03-20,Property_JAK_001,Jakarta,2025,3,Thursday,280,168,280,60.2,3135000,1886000,64.6,3652127,2360000,56.0,2789056,1562000,93.1,85.8,79.9,28.5,33.8,37.8,3786000,2963000,2798000,149925200,177905000,198849800,526680000,1
2025-03-21,Property_JAK_001,Jakarta,2025,3,Friday,280,155,280,55.5,2643000,1466000,59.8,2933482,1755000,49.8,2587685,1290000,92.7,90.1,83.5,27.0,60.6,12.4,3162000,2474000,2337000,110656000,248125800,50883200,409665000,1
2025-03-22,Property_JAK_001,Jakarta,2025,3,Saturday,280,126,280,44.9,2233000,1002000,48.7,2352901,1145000,43.0,1990716,856000,92.2,94.9,87.5,30.0,59.5,10.6,2648000,2072000,1957000,84368900,167281700,29707300,281358000,1
2025-03-23,Property_JAK_001,Jakarta,2025,3,Sunday,280,153,280,54.8,2442000,1338000,56.7,2766148,1570000,54.9,2452047,1346000,96.6,88.3,85.2,30.3,47.9,21.7,2910000,2277000,2151000,113309100,179100000,81216900,373626000,1
2025-03-24,Property_JAK_001,Jakarta,2025,3,Monday,280,201,280,71.8,3356000,2409000,78.5,3672570,2884000,59.7,3278703,1958000,91.4,91.4,83.5,21.2,47.6,31.3,4117000,3222000,3043000,142952300,320764100,210839600,674556000,1
2025-03-25,Property_JAK_001,Jakarta,2025,3,Tuesday,280,194,280,69.2,3538000,2449000,74.9,3886463,2912000,64.1,3389167,2173000,92.4,91.0,84.1,23.3,49.4,27.3,4308000,3371000,3184000,159644700,339071800,187655500,686372000,1
2025-03-26,Property_JAK_001,Jakarta,2025,3,Wednesday,280,198,280,70.7,3352000,2371000,77.1,3779917,2916000,64.5,3355402,2166000,91.7,88.7,81.3,25.1,43.6,31.3,4070000,3185000,3009000,166574400,289242400,207879200,663696000,1
2025-03-27,Property_JAK_001,Jakarta,2025,3,Thursday,280,174,280,62.0,3025000,1876000,66.1,3054533,2019000,54.0,2877154,1552000,93.8,99.0,92.9,20.2,55.6,24.2,3706000,2901000,2739000,106560800,292479300,127309900,526350000,1
2025-03-28,Property_JAK_001,Jakarta,2025,3,Friday,280,132,280,47.0,2618000,1231000,50.2,2899313,1455000,44.2,2664709,1177000,93.6,90.3,84.6,25.4,47.0,27.5,3170000,2481000,2343000,87818500,162577800,95179700,345576000,1
2025-03-29,Property_JAK_001,Jakarta,2025,3,Saturday,280,123,280,43.8,2125000,931000,46.4,2387146,1106000,42.4,2188963,928000,94.5,89.0,84.2,27.0,44.0,29.0,2564000,2007000,1895000,70537200,115058200,75779600,261375000,1
2025-03-30,Property_JAK_001,Jakarta,2025,3,Sunday,280,133,280,47.5,2475000,1175000,50.3,2750261,1384000,47.4,2352063,1116000,94.4,90.0,84.9,23.5,60.8,15.7,2994000,2343000,2213000,77308600,200035700,51830700,329175000,1
2025-03-31,Property_JAK_001,Jakarta,2025,3,Monday,280,197,280,70.4,3366000,2369000,77.6,3621503,2812000,66.6,3425915,2282000,90.7,92.9,84.2,26.1,60.3,13.6,4039000,3161000,2986000,173016200,399922800,90163000,663102000,1
2025-04-01,Property_JAK_001,Jakarta,2025,4,Tuesday,280,213,280,76.1,3413000,2596000,80.2,3745259,3004000,70.7,3013090,2130000,94.9,91.1,86.4,22.0,41.9,36.1,4189000,3279000,3096000,159624400,304869400,262475200,726969000,2
2025-04-02,Property_JAK_001,Jakarta,2025,4,Wednesday,280,220,280,78.6,3553000,2791000,81.9,3901461,3195000,73.2,3201650,2342000,95.9,91.1,87.4,33.0,50.8,16.2,4193000,3282000,3099000,257720300,397304500,126635200,781660000,2
2025-04-03,Property_JAK_001,Jakarta,2025,4,Thursday,280,165,280,58.8,3529000,2075000,61.7,3782259,2335000,51.1,3695029,1889000,95.2,93.3,88.9,32.3,45.0,22.6,4185000,3276000,3094000,188362900,262155400,131766700,582285000,2
2025-04-04,Property_JAK_001,Jakarta,2025,4,Friday,280,175,280,62.4,2804000,1749000,66.0,2913215,1924000,56.6,2718169,1539000,94.4,96.3,90.9,18.6,50.5,31.0,3465000,2711000,2561000,91037600,247644500,152017900,490700000,2
2025-04-05,Property_JAK_001,Jakarta,2025,4,Saturday,280,143,280,51.0,2367000,1207000,52.8,2736013,1445000,49.5,2272117,1125000,96.6,86.5,83.5,21.1,51.6,27.3,2899000,2269000,2143000,71298100,174747200,92435800,338481000,2
2025-04-06,Property_JAK_001,Jakarta,2025,4,Sunday,280,123,280,43.8,2544000,1114000,44.4,2787663,1236000,41.8,2437258,1019000,98.8,91.3,90.1,30.4,68.9,0.6,2998000,2347000,2216000,95274500,215669200,1968400,312912000,2
2025-04-07,Property_JAK_001,Jakarta,2025,4,Monday,280,215,280,76.7,3745000,2871000,80.4,4131490,3320000,67.3,3680813,2476000,95.4,90.6,86.5,21.7,33.6,44.7,4621000,3616000,3415000,174943000,270570100,359661900,805175000,2
2025-04-08,Property_JAK_001,Jakarta,2025,4,Tuesday,280,199,280,71.0,3580000,2542000,75.8,3761273,2851000,65.6,3429376,2250000,93.7,95.2,89.2,23.0,43.9,33.1,4375000,3424000,3234000,164092300,312757100,235570600,712420000,2
2025-04-09,Property_JAK_001,Jakarta,2025,4,Wednesday,280,188,280,67.1,3388000,2274000,69.8,3875717,2707000,64.6,3093821,1998000,96.1,87.4,84.0,19.5,64.4,16.1,4141000,3241000,3061000,124234700,410022000,102687300,636944000,2
2025-04-10,Property_JAK_001,Jakarta,2025,4,Thursday,280,194,280,69.3,3350000,2321000,72.4,3685445,2668000,63.6,3520306,2240000,95.7,90.9,87.0,30.5,51.6,17.9,3983000,3117000,2944000,198422000,335384700,116093300,649900000,2
2025-04-11,Property_JAK_001,Jakarta,2025,4,Friday,280,160,280,57.2,2813000,1610000,61.6,3012983,1857000,55.8,2319663,1294000,92.9,93.4,86.7,18.7,62.3,19.1,3452000,2702000,2551000,83955900,280351500,85772700,450080000,2
2025-04-12,Property_JAK_001,Jakarta,2025,4,Saturday,280,116,280,41.3,2277000,941000,44.1,2529928,1116000,39.3,2110130,828000,93.7,90.0,84.3,21.4,42.6,36.0,2799000,2191000,2069000,56524400,112540000,95067600,264132000,2
2025-04-13,Property_JAK_001,Jakarta,2025,4,Sunday,280,156,280,55.7,2568000,1430000,59.1,2729995,1612000,50.9,2394687,1219000,94.3,94.1,88.7,26.8,51.0,22.2,3089000,2418000,2283000,107543500,204287200,88777300,400608000,2
2025-04-14,Property_JAK_001,Jakarta,2025,4,Monday,280,219,280,78.4,3638000,2851000,83.1,3981060,3308000,72.1,3324151,2395000,94.3,91.4,86.2,23.4,52.1,24.4,4421000,3460000,3267000,186621500,415445900,194654500,796722000,2
2025-04-15,Property_JAK_001,Jakarta,2025,4,Tuesday,280,216,280,77.2,3470000,2678000,81.4,3830855,3119000,74.1,3143901,2331000,94.8,90.6,85.9,16.2,44.4,39.3,4334000,3392000,3203000,121593200,333077700,294849100,749520000,2
2025-04-16,Property_JAK_001,Jakarta,2025,4,Wednesday,280,184,280,65.8,3475000,2285000,71.3,3772440,2688000,56.0,3092805,1731000,92.3,92.1,85.0,30.0,59.0,11.0,4122000,3226000,3047000,191726000,377366200,70307800,639400000,2
2025-04-17,Property_JAK_001,Jakarta,2025,4,Thursday,280,185,280,65.9,3299000,2175000,71.8,3567163,2562000,64.8,3402713,2205000,91.8,92.5,84.9,23.8,40.7,35.6,4029000,3153000,2978000,144969000,248371700,216974200,610315000,2
