date,property_name,market,year,month,day_of_week,total_rooms,rooms_sold,rooms_available,occupancy,adr,revpar,compset_occupancy,compset_adr,compset_revpar,market_occupancy,market_adr,market_revpar,mpi,ari,rgi,seg_transient_pct,seg_group_pct,seg_contract_pct,adr_transient,adr_group,adr_contract,revenue_transient,revenue_group,revenue_contract,total_revenue,quarter
2024-01-29,Property_BAL_001,Bali,2024,1,Monday,180,132,180,73.2,5320000,3893000,75.8,5816261,4407000,72.7,5190507,3772000,96.6,91.5,88.3,57.6,13.5,28.9,5943000,4651000,4393000,404195800,94807400,203236800,702240000,1
2024-01-30,Property_BAL_001,Bali,2024,1,Tuesday,180,137,180,76.1,5707000,4342000,78.9,5920699,4671000,70.3,5523820,3885000,96.4,96.4,93.0,71.4,16.8,11.8,6119000,4789000,4523000,557942200,131537000,92379800,781859000,1
2024-01-31,Property_BAL_001,Bali,2024,1,Wednesday,180,133,180,73.6,5975000,4400000,76.1,6651853,5064000,66.3,5511209,3653000,96.7,89.8,86.9,74.4,13.3,12.2,6363000,4980000,4703000,591399200,105978900,97296900,794675000,1
2024-02-01,Property_BAL_001,Bali,2024,2,Thursday,180,155,180,85.9,6017000,5167000,92.7,6652781,6168000,76.9,5676802,4367000,92.6,90.4,83.8,66.2,13.0,20.8,6558000,5133000,4847000,617397700,121190200,194047000,932635000,1
2024-02-02,Property_BAL_001,Bali,2024,2,Friday,180,150,180,83.1,6795000,5648000,89.6,7779518,6969000,76.8,6765211,5193000,92.8,87.3,81.0,70.3,20.3,9.4,7295000,5709000,5392000,716724400,207135000,95390500,1019250000,1
2024-02-03,Property_BAL_001,Bali,2024,2,Saturday,180,161,180,89.5,7137000,6389000,96.2,7376128,7094000,82.8,7007575,5804000,93.1,96.8,90.1,88.7,12.5,-1.2,7313000,5723000,5405000,1019097600,143970300,-14011000,1149057000,1
2024-02-04,Property_BAL_001,Bali,2024,2,Sunday,180,170,180,94.3,7287000,6869000,98.1,7794832,7648000,85.7,7298000,6254000,96.1,93.5,89.8,76.1,16.7,7.2,7712000,6036000,5700000,942856100,206900000,89033900,1238790000,1
2024-02-05,Property_BAL_001,Bali,2024,2,Monday,180,149,180,82.9,5660000,4690000,90.6,6428045,5824000,80.3,5937849,4770000,91.5,88.1,80.5,80.4,16.8,2.8,5919000,4632000,4375000,678065500,141722500,23552000,843340000,1
2024-02-06,Property_BAL_001,Bali,2024,2,Tuesday,180,132,180,73.3,5732000,4200000,76.1,6378138,4856000,72.9,5701965,4156000,96.2,89.9,86.5,65.1,12.9,22.0,6268000,4906000,4633000,492261500,97621200,166741300,756624000,1
2024-02-07,Property_BAL_001,Bali,2024,2,Wednesday,180,131,180,72.7,6009000,4369000,78.2,6542775,5117000,67.1,5159986,3464000,93.0,91.8,85.4,76.7,11.0,12.2,6365000,4982000,4705000,603786000,86971500,96421500,787179000,1
2024-02-08,Property_BAL_001,Bali,2024,2,Thursday,180,134,180,74.6,6027000,4496000,80.6,6342527,5111000,70.7,6068560,4289000,92.6,95.0,88.0,68.6,22.6,8.8,6495000,5083000,4801000,553823100,182890600,70904300,807618000,1
2024-02-09,Property_BAL_001,Bali,2024,2,Friday,180,145,180,80.8,6938000,5603000,85.3,7723087,6590000,77.3,6406148,4954000,94.6,89.8,85.0,75.1,26.5,-1.5,7330000,5736000,5418000,755262000,266327200,-15579200,1006010000,1
2024-02-10,Property_BAL_001,Bali,2024,2,Saturday,180,180,180,100.0,7363000,7363000,107.3,8259397,8860000,95.5,7122999,6800000,93.2,89.1,83.1,76.4,7.6,16.1,7819000,6120000,5780000,1012214900,100307000,212818200,1325340000,1
2024-02-11,Property_BAL_001,Bali,2024,2,Sunday,180,178,180,99.1,7176000,7110000,104.6,7831743,8189000,89.6,7309745,6546000,94.8,91.6,86.8,69.7,12.2,18.1,7747000,6063000,5726000,890471200,155209600,231647200,1277328000,1
2024-02-12,Property_BAL_001,Bali,2024,2,Monday,180,131,180,72.6,5794000,4204000,77.2,6427832,4965000,67.6,5309343,3588000,93.9,90.1,84.7,79.0,22.8,-1.8,6066000,4747000,4483000,599564100,172788500,-13338700,759014000,1
2024-02-13,Property_BAL_001,Bali,2024,2,Tuesday,180,130,180,72.4,6106000,4419000,78.4,6680140,5238000,68.3,6030913,4117000,92.3,91.4,84.4,80.3,17.9,1.8,6385000,4997000,4719000,637313600,141963900,14502500,793780000,1
2024-02-14,Property_BAL_001,Bali,2024,2,Wednesday,180,119,180,66.2,5843000,3867000,68.1,6632404,4516000,61.3,5547441,3403000,97.2,88.1,85.6,69.8,15.1,15.1,6297000,4928000,4654000,485538300,105132800,104645900,695317000,1
2024-02-15,Property_BAL_001,Bali,2024,2,Thursday,180,159,180,88.1,5564000,4901000,95.6,6121182,5854000,78.6,5042288,3961000,92.1,90.9,83.7,71.2,13.8,14.9,5976000,4677000,4417000,630186500,122508600,131980900,884676000,1
2024-02-16,Property_BAL_001,Bali,2024,2,Friday,180,150,180,83.3,7096000,5913000,88.9,7534974,6698000,79.1,6448222,5098000,93.7,94.2,88.3,85.1,11.2,3.7,7347000,5750000,5430000,905361200,119404100,39634700,1064400000,1
2024-02-17,Property_BAL_001,Bali,2024,2,Saturday,180,180,180,99.9,7524000,7513000,109.4,8201089,8969000,89.1,7392132,6590000,91.3,91.7,83.8,81.6,19.2,-0.9,7834000,6131000,5790000,1105191900,260645400,-11517300,1354320000,1
2024-02-18,Property_BAL_001,Bali,2024,2,Sunday,180,164,180,91.3,7311000,6678000,96.7,7753541,7500000,90.0,7866650,7077000,94.4,94.3,89.0,87.5,10.9,1.5,7520000,5885000,5558000,1049323700,131182600,18497700,1199004000,1
2024-02-19,Property_BAL_001,Bali,2024,2,Monday,180,125,180,69.2,5829000,4034000,74.9,6436702,4820000,65.0,5424096,3528000,92.4,90.6,83.7,76.2,11.4,12.4,6183000,4839000,4570000,555043100,82944700,90637200,728625000,1
2024-02-20,Property_BAL_001,Bali,2024,2,Tuesday,180,147,180,81.5,5416000,4415000,89.0,5996715,5337000,81.2,4835911,3926000,91.6,90.3,82.7,68.4,18.3,13.2,5851000,4579000,4325000,544942300,146006400,105203300,796152000,1
2024-02-21,Property_BAL_001,Bali,2024,2,Wednesday,180,143,180,79.5,5946000,4725000,85.4,6437850,5495000,71.4,6073839,4339000,93.1,92.4,86.0,66.8,14.4,18.8,6466000,5060000,4779000,568028700,122475100,159774200,850278000,1
2024-02-22,Property_BAL_001,Bali,2024,2,Thursday,180,143,180,79.6,6287000,5003000,85.4,6826991,5833000,73.2,5928355,4337000,93.1,92.1,85.8,69.2,21.5,9.3,6767000,5296000,5001000,622242200,193418500,83380300,899041000,1
2024-02-23,Property_BAL_001,Bali,2024,2,Friday,180,155,180,86.1,6702000,5772000,91.4,6877176,6288000,82.5,6105615,5040000,94.2,97.5,91.8,77.6,15.3,7.1,7069000,5532000,5225000,805803900,159027500,73978600,1038810000,1
2024-02-24,Property_BAL_001,Bali,2024,2,Saturday,180,159,180,88.2,6842000,6037000,92.3,7858705,7251000,81.1,6629128,5375000,95.6,87.1,83.3,68.1,8.3,23.7,7435000,5819000,5495000,740627400,89756700,257493900,1087878000,1
2024-02-25,Property_BAL_001,Bali,2024,2,Sunday,180,167,180,92.8,6787000,6296000,101.0,7765793,7845000,81.0,6168015,4993000,91.8,87.4,80.3,77.4,15.5,7.1,7161000,5604000,5293000,877306800,175956500,80165700,1133429000,1
2024-02-26,Property_BAL_001,Bali,2024,2,Monday,180,143,180,79.5,5613000,4461000,87.7,6318646,5541000,75.4,5676703,4279000,90.6,88.8,80.5,73.3,11.1,15.5,6001000,4697000,4436000,588518700,89431100,124709200,802659000,1
2024-02-27,Property_BAL_001,Bali,2024,2,Tuesday,180,131,180,72.9,5889000,4291000,78.5,6443577,5058000,63.9,5417048,3462000,92.8,91.4,84.8,81.6,12.7,5.6,6150000,4813000,4546000,629783700,98316400,43359000,771459000,1
2024-02-28,Property_BAL_001,Bali,2024,2,Wednesday,180,156,180,86.8,5527000,4798000,92.9,6271339,5826000,89.5,5194164,4648000,93.4,88.1,82.4,74.6,14.7,10.7,5880000,4602000,4346000,642832200,126722200,92657600,862212000,1
2024-02-29,Property_BAL_001,Bali,2024,2,Thursday,180,148,180,82.0,6117000,5015000,87.6,6202837,5434000,79.3,5910911,4687000,93.6,98.6,92.3,77.9,17.3,4.8,6439000,5039000,4759000,705680900,156429900,43205100,905316000,1
2024-03-01,Property_BAL_001,Bali,2024,3,Friday,180,135,180,75.0,5812000,4359000,82.5,6190001,5106000,68.8,5536794,3812000,90.9,93.9,85.4,73.7,23.2,3.1,6174000,4831000,4563000,577991500,181933400,24695100,784620000,1
2024-03-02,Property_BAL_001,Bali,2024,3,Saturday,180,142,180,79.0,6405000,5062000,82.8,6966611,5770000,75.6,6282730,4752000,95.4,91.9,87.7,80.0,15.8,4.1,6708000,5250000,4958000,728011900,143986400,37511700,909510000,1
2024-03-03,Property_BAL_001,Bali,2024,3,Sunday,180,150,180,83.2,6229000,5183000,88.9,6995414,6221000,79.8,6399122,5104000,93.6,89.0,83.3,64.3,19.3,16.4,6805000,5325000,5029000,601197500,179916200,153236300,934350000,1
2024-03-04,Property_BAL_001,Bali,2024,3,Monday,180,142,180,79.0,5260000,4158000,84.7,5531999,4686000,70.2,5126584,3601000,93.3,95.1,88.7,78.1,14.6,7.3,5541000,4336000,4095000,583594800,109112600,54212600,746920000,1
2024-03-05,Property_BAL_001,Bali,2024,3,Tuesday,180,123,180,68.4,5329000,3645000,73.4,5626196,4132000,64.0,4901356,3136000,93.1,94.7,88.2,75.9,12.5,11.6,5654000,4425000,4179000,497323300,82218600,75925100,655467000,1
2024-03-06,Property_BAL_001,Bali,2024,3,Wednesday,180,118,180,65.3,4854000,3170000,69.1,5209224,3597000,53.7,5158096,2771000,94.6,93.2,88.1,72.7,13.3,14.0,5194000,4065000,3839000,416255200,76439500,80077300,572772000,1
2024-03-07,Property_BAL_001,Bali,2024,3,Thursday,180,128,180,71.3,5249000,3745000,78.0,6020176,4698000,67.5,5307665,3583000,91.4,87.2,79.7,81.5,13.5,5.0,5481000,4290000,4051000,547794800,90667800,33409400,671872000,1
2024-03-08,Property_BAL_001,Bali,2024,3,Friday,180,137,180,76.3,5908000,4509000,80.2,6400965,5134000,71.5,5647788,4036000,95.2,92.3,87.8,76.1,9.7,14.3,6274000,4910000,4637000,615559600,78131800,115704600,809396000,1
2024-03-09,Property_BAL_001,Bali,2024,3,Saturday,180,147,180,81.9,6163000,5048000,88.4,6328356,5596000,80.8,6343683,5124000,92.6,97.4,90.2,75.3,10.8,13.9,6554000,5130000,4845000,682311400,97459500,126190100,905961000,1
2024-03-10,Property_BAL_001,Bali,2024,3,Sunday,180,144,180,80.1,6079000,4871000,83.3,6532149,5443000,80.2,6037944,4844000,96.2,93.1,89.5,73.2,5.0,21.8,6521000,5103000,4820000,640660700,43768800,190946500,875376000,1
2024-03-11,Property_BAL_001,Bali,2024,3,Monday,180,119,180,66.1,4955000,3273000,70.7,5321375,3761000,63.4,5236234,3322000,93.5,93.1,87.0,69.5,8.6,21.9,5362000,4197000,3964000,409523900,50766100,129355000,589645000,1
2024-03-12,Property_BAL_001,Bali,2024,3,Tuesday,180,120,180,66.8,5093000,3401000,72.4,5455522,3947000,62.9,4902317,3083000,92.3,93.4,86.2,79.9,14.8,5.3,5339000,4179000,3946000,488274100,90498400,32387500,611160000,1
2024-03-13,Property_BAL_001,Bali,2024,3,Wednesday,180,125,180,69.3,5016000,3476000,74.2,5387143,3995000,68.5,4595465,3149000,93.5,93.1,87.0,72.0,9.5,18.5,5387000,4216000,3982000,451372900,59628600,115998600,627000000,1
2024-03-14,Property_BAL_001,Bali,2024,3,Thursday,180,132,180,73.4,5561000,4083000,76.7,6132291,4701000,72.8,4722173,3437000,95.8,90.7,86.9,85.3,8.0,6.7,5762000,4509000,4259000,625942600,58793600,49315800,734052000,1
2024-03-15,Property_BAL_001,Bali,2024,3,Friday,180,132,180,73.5,6193000,4555000,77.1,6532274,5037000,68.6,6585607,4515000,95.4,94.8,90.4,78.0,5.0,17.0,6555000,5130000,4845000,637765900,41093800,138616300,817476000,1
2024-03-16,Property_BAL_001,Bali,2024,3,Saturday,180,167,180,93.0,6555000,6095000,98.4,6901290,6789000,95.2,6815378,6488000,94.5,95.0,89.8,64.0,10.8,25.2,7197000,5633000,5320000,700706800,118168600,275809500,1094685000,1
2024-03-17,Property_BAL_001,Bali,2024,3,Sunday,180,147,180,81.7,6180000,5049000,87.1,7005215,6104000,79.7,5599890,4461000,93.8,88.2,82.7,79.1,11.8,9.2,6502000,5088000,4806000,718352800,106747600,83359600,908460000,1
2024-03-18,Property_BAL_001,Bali,2024,3,Monday,180,128,180,71.1,5428000,3861000,73.8,5910686,4363000,65.3,4785362,3127000,96.4,91.8,88.5,83.3,16.3,0.5,5634000,4410000,4165000,578470100,112920000,3394000,694784000,1
2024-03-19,Property_BAL_001,Bali,2024,3,Tuesday,180,105,180,58.5,5128000,2999000,62.7,5608454,3519000,54.7,4589760,2511000,93.2,91.4,85.2,77.1,25.0,-2.1,5392000,4220000,3985000,415031000,134858900,-11449900,538440000,1
2024-03-20,Property_BAL_001,Bali,2024,3,Wednesday,180,102,180,56.7,5275000,2993000,61.2,5757925,3526000,53.9,5347351,2880000,92.7,91.6,84.9,76.4,12.0,11.6,5590000,4375000,4132000,411052600,64420400,62577000,538050000,1
2024-03-21,Property_BAL_001,Bali,2024,3,Thursday,180,126,180,69.8,5588000,3898000,74.4,6123450,4556000,62.0,5444655,3377000,93.8,91.3,85.6,76.3,18.6,5.0,5905000,4621000,4364000,537543300,131073500,35471200,704088000,1
2024-03-22,Property_BAL_001,Bali,2024,3,Friday,180,134,180,74.3,5608000,4167000,81.9,6336704,5191000,75.5,5040780,3808000,90.7,88.5,80.3,70.0,12.4,17.5,6049000,4734000,4471000,526092600,93534700,131844700,751472000,1
2024-03-23,Property_BAL_001,Bali,2024,3,Saturday,180,148,180,82.0,6232000,5112000,89.0,6718800,5978000,80.6,6170964,4974000,92.2,92.8,85.5,75.4,9.8,14.7,6629000,5188000,4900000,695695200,90628500,136012400,922336000,1
2024-03-24,Property_BAL_001,Bali,2024,3,Sunday,180,159,180,88.2,6588000,5813000,91.8,7379969,6776000,84.1,6249549,5257000,96.1,89.3,85.8,88.8,9.1,2.1,6758000,5289000,4995000,930401600,95135600,21954800,1047492000,1
2024-03-25,Property_BAL_001,Bali,2024,3,Monday,180,140,180,77.9,5004000,3900000,83.8,5335630,4473000,70.8,5074552,3594000,93.0,93.8,87.2,70.1,12.1,17.8,5397000,4224000,3989000,490787000,84932800,124840100,700560000,1
2024-03-26,Property_BAL_001,Bali,2024,3,Tuesday,180,122,180,67.9,4979000,3379000,71.7,5486233,3933000,65.7,4962728,3259000,94.7,90.8,85.9,66.9,13.3,19.8,5415000,4238000,4002000,406391500,81027000,120019500,607438000,1
2024-03-27,Property_BAL_001,Bali,2024,3,Wednesday,180,133,180,73.7,5128000,3777000,76.1,5643591,4292000,63.4,4934914,3129000,96.8,90.9,88.0,69.1,13.9,17.1,5542000,4337000,4096000,471177500,94551600,116294900,682024000,1
2024-03-28,Property_BAL_001,Bali,2024,3,Thursday,180,121,180,67.1,5633000,3779000,69.0,6033040,4165000,64.7,5229033,3381000,97.2,93.4,90.7,86.4,11.2,2.4,5811000,4548000,4295000,588805000,76395900,16392100,681593000,1
2024-03-29,Property_BAL_001,Bali,2024,3,Friday,180,145,180,80.5,5914000,4760000,84.8,6511916,5520000,75.3,5812813,4374000,94.9,90.8,86.2,73.6,18.0,8.4,6299000,4930000,4656000,631006400,154156000,72367600,857530000,1
2024-03-30,Property_BAL_001,Bali,2024,3,Saturday,180,145,180,80.6,6355000,5119000,84.1,6714557,5645000,76.6,6168398,4722000,95.8,94.6,90.7,72.0,14.3,13.7,6810000,5330000,5034000,663631600,131491900,126351400,921475000,1
2024-03-31,Property_BAL_001,Bali,2024,3,Sunday,180,151,180,84.0,6328000,5314000,89.8,6740777,6051000,79.4,6190093,4917000,93.6,93.9,87.8,79.7,13.3,7.0,6641000,5197000,4909000,761529500,126851100,67147400,955528000,1
2024-04-01,Property_BAL_001,Bali,2024,4,Monday,180,119,180,66.4,5226000,3468000,69.9,5582192,3899000,63.4,5098584,3231000,95.0,93.6,88.9,75.0,6.7,18.3,5573000,4362000,4119000,466688400,41381400,113824300,621894000,2
2024-04-02,Property_BAL_001,Bali,2024,4,Tuesday,180,125,180,69.2,5095000,3526000,73.2,5605318,4101000,67.9,5113422,3472000,94.6,90.9,86.0,82.2,10.0,7.9,5319000,4163000,3932000,523233600,63487100,50154300,636875000,2
2024-04-03,Property_BAL_001,Bali,2024,4,Wednesday,180,117,180,65.2,4844000,3160000,69.2,5258126,3640000,64.4,4629963,2983000,94.2,92.1,86.8,68.1,18.3,13.6,5238000,4099000,3872000,386192800,103605100,76950100,566748000,2
2024-04-04,Property_BAL_001,Bali,2024,4,Thursday,180,126,180,69.9,5265000,3680000,74.9,5604507,4199000,72.6,5124102,3723000,93.3,93.9,87.6,68.3,13.4,18.3,5704000,4464000,4216000,452980800,89065900,121343300,663390000,2
2024-04-05,Property_BAL_001,Bali,2024,4,Friday,180,141,180,78.6,5962000,4684000,85.2,6687700,5698000,76.6,5629592,4312000,92.2,89.1,82.2,82.7,14.4,3.0,6204000,4855000,4586000,694810300,120994800,24836900,840642000,2
2024-04-06,Property_BAL_001,Bali,2024,4,Saturday,180,157,180,87.5,6118000,5351000,94.6,6935233,6559000,79.0,5617265,4438000,92.5,88.2,81.6,71.6,16.3,12.1,6558000,5132000,4847000,687443900,156858000,116224100,960526000,2
2024-04-07,Property_BAL_001,Bali,2024,4,Sunday,180,138,180,76.7,6186000,4746000,82.0,6750060,5534000,67.7,5531578,3746000,93.6,91.6,85.8,74.2,16.2,9.6,6583000,5152000,4866000,633061000,138554200,82052900,853668000,2
2024-04-08,Property_BAL_001,Bali,2024,4,Monday,180,127,180,70.6,4900000,3460000,79.4,5680263,4512000,65.9,4677947,3081000,88.9,86.3,76.7,76.7,6.5,16.8,5202000,4071000,3845000,477217300,40260400,104822200,622300000,2
2024-04-09,Property_BAL_001,Bali,2024,4,Tuesday,180,103,180,57.4,4747000,2723000,60.1,5257217,3159000,55.1,4811030,2649000,95.5,90.3,86.2,81.0,21.8,-2.8,4946000,3871000,3656000,395912600,106651200,-13622800,488941000,2
2024-04-10,Property_BAL_001,Bali,2024,4,Wednesday,180,126,180,69.8,4681000,3269000,71.2,5122661,3648000,67.9,4465192,3030000,98.1,91.4,89.6,67.8,5.7,26.5,5097000,3989000,3767000,399899200,33827900,156078900,589806000,2
2024-04-11,Property_BAL_001,Bali,2024,4,Thursday,180,121,180,67.1,4930000,3310000,70.2,5450797,3827000,64.0,4774226,3055000,95.6,90.4,86.5,72.3,14.4,13.4,5279000,4131000,3902000,431010300,85676900,79842800,596530000,2
2024-04-12,Property_BAL_001,Bali,2024,4,Friday,180,117,180,65.0,5630000,3660000,70.8,5887719,4167000,59.6,5497443,3276000,91.9,95.6,87.8,69.0,14.3,16.7,6084000,4762000,4497000,454701600,94024200,109984200,658710000,2
2024-04-13,Property_BAL_001,Bali,2024,4,Saturday,180,143,180,79.3,5964000,4732000,84.3,6866128,5786000,75.5,5718796,4315000,94.2,86.9,81.8,82.5,13.2,4.3,6212000,4862000,4591000,703748400,112637000,36466600,852852000,2
2024-04-14,Property_BAL_001,Bali,2024,4,Sunday,180,136,180,75.3,6135000,4619000,80.1,6690391,5362000,67.8,6289451,4266000,93.9,91.7,86.1,76.9,15.0,8.1,6483000,5074000,4792000,641894000,124783800,67682200,834360000,2
2024-04-15,Property_BAL_001,Bali,2024,4,Monday,180,127,180,70.6,4895000,3454000,73.7,5223987,3850000,61.3,4814609,2953000,95.8,93.7,89.7,79.0,12.8,8.2,5149000,4029000,3805000,491042100,79500500,51122400,621665000,2
2024-04-16,Property_BAL_001,Bali,2024,4,Tuesday,180,99,180,55.2,4746000,2618000,58.3,5126624,2990000,49.6,4277988,2120000,94.6,92.6,87.6,64.0,10.1,25.9,5213000,4080000,3853000,300768300,47390500,121695200,469854000,2
2024-04-17,Property_BAL_001,Bali,2024,4,Wednesday,180,121,180,67.1,4821000,3236000,71.4,5443383,3887000,64.7,4528747,2929000,94.0,88.6,83.3,77.8,12.8,9.4,5088000,3982000,3760000,453758900,74654800,54927300,583341000,2
